word,frequency,pos,example_sentence
चीर,2.0,VERB,उसने गुस्से में कागज को चीर दिया।
पत्रकारिता,2.0,NOUN,पत्रकारिता एक जिम्मेदार पेशा है।
पत्रकार,2.0,NOUN,वह एक मशहूर पत्रकार है।
मज़दूर,2.0,NOUN,मज़दूर दिन रात मेहनत करते हैं।
करोगे,2.0,VERB,क्या तुम शाम को घर आ करोगे?
करोगी,2.0,VERB,तुम यह काम कब तक पूरा करोगी?
लीक,2.0,NOUN,पानी की लीक से घर भर गया।
लिहाज,2.0,NOUN,बड़ों का लिहाज करना चाहिए।
लुभाती,2.0,VERB,उसकी मुस्कान सभी को लुभाती है।
लुनाई,2.0,NOUN,चाँद की लुनाई बहुत मोहक थी।
माँगती,2.0,VERB,वह हमेशा मदद माँगती है।
लुढ़कती,2.0,VERB,गेंद सीढ़ियों पर लुढ़कती गई।
लेआउट,2.0,NOUN,इस किताब का लेआउट बहुत आकर्षक है।
करवाए,2.0,VERB,उसने अपने घर की मरम्मत करवाए।
करम,2.0,NOUN,अच्छे करम का फल मिलता है।
करीने,2.0,NOUN,उसने सारे सामान करीने से रखा।
करिए,2.0,VERB,कृपया अपना काम समय पर करिए।
कराहते,2.0,VERB,वह दर्द से कराहते रहे।
मूँगा,2.0,NOUN,मूँगा समुद्र में पाया जाता है।
लूटटो,2.0,VERB,तुम मुझे लूटटो जैसे लगते हो।
लूँगी,2.0,VERB,मैं अपने लिए एक नया कपड़ा लूँगी।
लेखों,2.0,NOUN,उनके लेखों में गहराई है।
माज़िनी,2.0,NOUN,माज़िनी एक प्रसिद्ध व्यक्तित्व थे।
लेखा,2.0,NOUN,इस कंपनी के सभी लेका सही हैं।
करतब,2.0,NOUN,उसके करतब देखकर सभी दंग रह गए।
कराऊँ,2.0,VERB,मैं उन्हें इस बार का काम कराऊँगा।
करवाना,2.0,VERB,मुझे घर की सफाई करवाना है।
मूलमंत्र,2.0,NOUN,सफलता का मूलमंत्र मेहनत है।
लैंगिक,2.0,ADJ,लैंगिक समानता एक जरूरी मुद्दा है।
कमाकर,2.0,VERB,वह मेहनत से पैसा कमाकर लाता है।
मूलतः,2.0,ADV,वह मूलतः एक कलाकार हैं।
मूर्धन्य,2.0,NOUN,उनका नाम संगीत के मूर्धन्य कलाकारों में लिया जाता है।
लेतीं,2.0,VERB,वह अपनी किताबें रोज लेतीं हैं।
माचिस,2.0,NOUN,मुझे माचिस की एक डिब्बी चाहिए।
माखनलाल,2.0,NOUN,माखनलाल विश्व विद्यालय में उनकी पढ़ाई हुई।
लोककथाएँ,2.0,NOUN,ग्रामीण क्षेत्रों की लोककथाएँ रोचक होती हैं।
